Price,Close,High,Low,Open,Volume,MA20
2025-06-19,1.1477497816085815,1.1486859321594238,1.1448458433151245,1.1477497816085815,0,1.14255251288414
2025-06-20,1.1512778997421265,1.1534557342529297,1.1496102809906006,1.1512778997421265,0,1.1437071919441224
2025-06-23,1.1500862836837769,1.1551746129989624,1.1455540657043457,1.1500862836837769,0,1.1443474471569062
2025-06-24,1.1599044799804688,1.1635890007019043,1.1582921743392944,1.1599044799804688,0,1.1454002499580382
2025-06-25,1.161224365234375,1.1631423234939575,1.1590977907180786,1.161224365234375,0,1.1467759788036347
2025-06-26,1.1683744192123413,1.1743428707122803,1.1668611764907837,1.1683744192123413,0,1.1490262866020202
2025-06-27,1.1692214012145996,1.1750881671905518,1.1684290170669556,1.1692214012145996,0,1.150595474243164
2025-06-30,1.1727453470230103,1.177163004875183,1.170905351638794,1.1727453470230103,0,1.1524661660194397
2025-07-01,1.178717017173767,1.1830259561538696,1.1767750978469849,1.178717017173767,0,1.1541348040103911
2025-07-02,1.180553913116455,1.1810001134872437,1.1749224662780762,1.180553913116455,0,1.156240177154541
2025-07-03,1.18002450466156,1.1813349723815918,1.1720856428146362,1.18002450466156,0,1.158131182193756
2025-07-04,1.1771491765975952,1.1786893606185913,1.1756683588027954,1.1771491765975952,0,1.159719467163086
2025-07-07,1.178078293800354,1.179008960723877,1.1719070672988892,1.178078293800354,0,1.1615841746330262
2025-07-08,1.1736538410186768,1.17648446559906,1.168470025062561,1.1736538410186768,0,1.1631266236305238
2025-07-09,1.1724566221237183,1.1728830337524414,1.1690847873687744,1.1724566221237183,0,1.1645621538162232
2025-07-10,1.17311692237854,1.1750881671905518,1.166575312614441,1.17311692237854,0,1.1656713306903839
2025-07-11,1.1702749729156494,1.1713716983795166,1.1665889024734497,1.1702749729156494,0,1.1661838054656983
2025-07-14,1.1682106256484985,1.169864296913147,1.1656641960144043,1.1682106256484985,0,1.1668109118938446
2025-07-15,1.1666297912597656,1.1692078113555908,1.1602139472961426,1.1666297912597656,0,1.1673856735229493
2025-07-16,1.1607391834259033,1.1716736555099487,1.1564035415649414,1.1607391834259033,0,1.1680094420909881
2025-07-17,1.1635754108428955,1.1635754108428955,1.1569386720657349,1.1635754108428955,0,1.1688007235527038
2025-07-18,1.161548137664795,1.1669564247131348,1.1612648963928223,1.161548137664795,0,1.1693142354488373
2025-07-21,1.1630746126174927,1.1716736555099487,1.1614941358566284,1.1630746126174927,0,1.169963651895523
2025-07-22,1.1694538593292236,1.174936294555664,1.1680059432983398,1.1694538593292236,0,1.1704411208629608
2025-07-23,1.1739156246185303,1.1752538681030273,1.1712344884872437,1.1739156246185303,0,1.1710756838321685
2025-07-24,1.1774264574050903,1.1787587404251099,1.1733232736587524,1.1774264574050903,0,1.1715282857418061
2025-07-25,1.1756131649017334,1.1760693788528442,1.1707408428192139,1.1756131649017334,0,1.1718478739261626
2025-07-28,1.1756821870803833,1.1770660877227783,1.1609952449798584,1.1756821870803833,0,1.1719947159290314
2025-07-29,1.1596757173538208,1.160092830657959,1.1519941091537476,1.1596757173538208,0,1.171042650938034
2025-07-30,1.1550945043563843,1.157273530960083,1.1459347009658813,1.1550945043563843,0,1.1697696805000306
2025-07-31,1.1429355144500732,1.1460267305374146,1.1406540870666504,1.1429355144500732,0,1.1679152309894563
2025-08-01,1.142374038696289,1.1582921743392944,1.1394582986831665,1.142374038696289,0,1.166176474094391
2025-08-04,1.158668041229248,1.1588828563690186,1.1550945043563843,1.158668041229248,0,1.1652059614658357
2025-08-05,1.1584129333496094,1.158815622329712,1.1530035734176636,1.1584129333496094,0,1.1644439160823823
2025-08-06,1.1579166650772095,1.164646029472351,1.156510591506958,1.1579166650772095,0,1.1637169182300569
2025-08-07,1.1663167476654053,1.1695358753204346,1.1614266633987427,1.1663167476654053,0,1.1633769094944
2025-08-08,1.1676650047302246,1.167924165725708,1.1630746126174927,1.1676650047302246,0,1.1632464110851288
2025-08-11,1.1647952795028687,1.1676785945892334,1.1591111421585083,1.1647952795028687,0,1.1630756437778473
2025-08-12,1.1618449687957764,1.1694538593292236,1.1599314212799072,1.1618449687957764,0,1.1628364026546478
2025-08-13,1.1677058935165405,1.1730618476867676,1.1671879291534424,1.1677058935165405,0,1.1631847381591798
2025-08-14,1.171289324760437,1.1715638637542725,1.1638462543487549,1.171289324760437,0,1.1635704338550568
2025-08-15,1.1651345491409302,1.171522617340088,1.1647816896438599,1.1651345491409302,0,1.1637497544288635
2025-08-18,1.1706587076187134,1.1710972785949707,1.166167140007019,1.1706587076187134,0,1.1641289591789246
2025-08-19,1.1668338775634766,1.169344425201416,1.1641037464141846,1.1668338775634766,0,1.1639979600906372
2025-08-20,1.164252758026123,1.1672561168670654,1.1623852252960205,1.164252758026123,0,1.1635148167610168
2025-08-21,1.165175199508667,1.1661943197250366,1.1602678298950195,1.165175199508667,0,1.1629022538661957
2025-08-22,1.16130530834198,1.1730343103408813,1.1583592891693115,1.16130530834198,0,1.162186861038208
2025-08-25,1.1709601879119873,1.1719757318496704,1.1667250394821167,1.1709601879119873,0,1.1619507610797881
2025-08-26,1.1618449687957764,1.1664528846740723,1.1602543592453003,1.1618449687957764,0,1.162059223651886
2025-08-27,1.1639411449432373,1.1642799377441406,1.157474398612976,1.1639411449432373,0,1.1625015556812286
2025-08-28,1.1647952795028687,1.168770432472229,1.1629530191421509,1.1647952795028687,0,1.1635945439338684
2025-08-29,1.1681560277938843,1.1707408428192139,1.1654332876205444,1.1681560277938843,0,1.1648836433887482
2025-09-01,1.1691803932189941,1.1735849380493164,1.1688660383224487,1.1691803932189941,0,1.1654092609882354
2025-09-02,1.1715912818908691,1.1716049909591675,1.1613458395004272,1.1715912818908691,0,1.1660681784152984
2025-09-03,1.163602590560913,1.1682243347167969,1.1609817743301392,1.163602590560913,0,1.1663524746894836
2025-09-04,1.16604483127594,1.1667931079864502,1.1632235050201416,1.16604483127594,0,1.1663388788700104
2025-09-05,1.1656913757324219,1.1759172677993774,1.1653246879577637,1.1656913757324219,0,1.1662401974201202
2025-09-08,1.1713168621063232,1.175585389137268,1.1705764532089233,1.1713168621063232,0,1.1665662765502929
2025-09-09,1.1769136190414429,1.1780366897583008,1.1718658208847046,1.1769136190414429,0,1.1673197090625762
2025-09-10,1.1702749729156494,1.1730204820632935,1.1688660383224487,1.1702749729156494,0,1.1674481630325317
2025-09-11,1.1703435182571411,1.1745636463165283,1.1668883562088013,1.1703435182571411,0,1.167400872707367
2025-09-12,1.1734747886657715,1.1748120784759521,1.170261263847351,1.1734747886657715,0,1.167817884683609
2025-09-15,1.1726491451263428,1.1774401664733887,1.1717147827148438,1.1726491451263428,0,1.1679174065589906
2025-09-16,1.1763737201690674,1.1852554082870483,1.17583429813385,1.1763737201690674,0,1.16839439868927
2025-09-17,1.1871408224105835,1.187295913696289,1.18343186378479,1.1871408224105835,0,1.1695388019084931
2025-09-18,1.1826341152191162,1.1848341226577759,1.1751296520233154,1.1826341152191162,0,1.1704117476940155
2025-09-19,1.1791062355041504,1.1793843507766724,1.1730343103408813,1.1791062355041504,0,1.171301794052124
2025-09-22,1.1736950874328613,1.1786893606185913,1.172717809677124,1.1736950874328613,0,1.1714385390281676
2025-09-23,1.1801080703735352,1.1820051670074463,1.178175449371338,1.1801080703735352,0,1.1723516941070558
2025-09-24,1.1814465522766113,1.1816558837890625,1.1731306314468384,1.1814465522766113,0,1.1732269644737243
2025-09-25,1.1744670867919922,1.1754333972930908,1.1667931079864502,1.1744670867919922,0,1.1737105548381805
2025-09-26,1.166275978088379,1.1702202558517456,1.16593599319458,1.166275978088379,0,1.1736165523529052
2025-09-29,1.170823097229004,1.1754887104034424,1.1705353260040283,1.170823097229004,0,1.1736986875534057
2025-09-30,1.1731443405151367,1.1759449243545532,1.1713168621063232,1.1731443405151367,0,1.173776340484619
2025-10-01,1.1735849380493164,1.1778839826583862,1.171687364578247,1.1735849380493164,0,1.1742754578590393
2025-10-02,1.1734058856964111,1.1759172677993774,1.1685655117034912,1.1734058856964111,0,1.1746435105800628
2025-10-03,1.1725116968154907,1.1756683588027954,1.1716187000274658,1.1725116968154907,0,1.1749845266342163
2025-10-06,1.171248197555542,1.1731581687927246,1.1654061079025269,1.171248197555542,0,1.1749810934066773
2025-10-07,1.171028733253479,1.1710972785949707,1.1655147075653076,1.171028733253479,0,1.174686849117279
2025-10-08,1.1654603481292725,1.1652973890304565,1.1603620052337646,1.1654603481292725,0,1.1744461178779602
2025-10-09,1.1631964445114136,1.164958119392395,1.1549211740493774,1.1631964445114136,0,1.1740887641906739
2025-10-10,1.156644344329834,1.1629935503005981,1.1560827493667603,1.156644344329834,0,1.1732472419738769
2025-10-13,1.160240888595581,1.1629664897918701,1.1559356451034546,1.160240888595581,0,1.172626829147339
2025-10-14,1.1566845178604126,1.160725712776184,1.154521107673645,1.1566845178604126,0,1.1716423690319062
2025-10-15,1.1602274179458618,1.1648223400115967,1.1602543592453003,1.1602274179458618,0,1.17029669880867
2025-10-16,1.1646324396133423,1.1678286790847778,1.1643340587615967,1.1646324396133423,0,1.1693966150283814
2025-10-17,1.1699601411819458,1.1728416681289673,1.165813684463501,1.1699601411819458,0,1.1689393103122712
2025-10-20,1.165745735168457,1.1676785945892334,1.1645375490188599,1.165745735168457,0,1.1685418426990508
2025-10-21,1.164442539215088,1.1656370162963867,1.1598505973815918,1.164442539215088,0,1.1677585661411285
2025-10-22,1.160038948059082,1.1616560220718384,1.1577692031860352,1.160038948059082,0,1.166688185930252
2025-10-23,1.1608469486236572,1.1621150970458984,1.1586410999298096,1.1608469486236572,0,1.1660071790218354
2025-10-24,1.1618045568466187,1.164768099784851,1.1601735353469849,1.1618045568466187,0,1.1657836079597472
2025-10-27,1.1631693840026855,1.164958119392395,1.1618720293045044,1.1631693840026855,0,1.1654009222984314
2025-10-28,1.165175199508667,1.1668611764907837,1.1627906560897827,1.165175199508667,0,1.165002465248108
2025-10-29,1.1657865047454834,1.1665889024734497,1.1619800329208374,1.1657865047454834,0,1.1646125435829162
2025-10-30,1.1603351831436157,1.1634671688079834,1.1547610759735107,1.1603351831436157,0,1.1639590084552764
2025-10-31,1.157246708869934,1.1577826738357544,1.152379035949707,1.157246708869934,0,1.1631957590579987
2025-11-03,1.1528042554855347,1.1542012691497803,1.1506155729293823,1.1528042554855347,0,1.1622735619544984
2025-11-04,1.1519144773483276,1.1532961130142212,1.1473548412322998,1.1519144773483276,0,1.1613178491592406
2025-11-05,1.1485539674758911,1.149795413017273,1.1470125913619995,1.1485539674758911,0,1.1604725301265717
2025-11-06,1.1496764421463013,1.154294490814209,1.149385690689087,1.1496764421463013,0,1.159796530008316
2025-11-07,1.1549211740493774,1.1589902639389038,1.153043508529663,1.1549211740493774,0,1.1597103714942931
2025-11-10,1.1543878316879272,1.1582250595092773,1.1543744802474976,1.1554548740386963,0,1.1594177186489105
2025-11-11,1.1557220220565796,1.1606314182281494,1.1548144817352295,1.1557353734970093,0,1.159369593858719
2025-11-12,1.1587486267089844,1.1597968339920044,1.1563233137130737,1.1588828563690186,0,1.159295654296875
2025-11-13,1.159218668937683,1.1649309396743774,1.1579837799072266,1.159245491027832,0,1.159024965763092
2025-11-14,1.1631964445114136,1.1653653383255005,1.1608065366744995,1.1630746126174927,0,1.1586867809295653
2025-11-17,1.1615345478057861,1.1617100238800049,1.1583056449890137,1.16146719455719,0,1.158476221561432
2025-11-18,1.159057378768921,1.1606987714767456,1.1573805809020996,1.159003734588623,0,1.1582069635391234
2025-11-19,1.1581177711486816,1.1597565412521362,1.1535356044769287,1.158104419708252,0,1.1581109046936036
2025-11-20,1.154068112373352,1.1551345586776733,1.1507744789123535,1.154068112373352,0,1.1577719628810883
2025-11-21,1.1534557342529297,1.1552013158798218,1.1492139101028442,1.1535356044769287,0,1.1573545217514039
2025-11-24,1.1507612466812134,1.1551345586776733,1.1502846479415894,1.1507877111434937,0,1.1567341148853303
2025-11-25,1.1520073413848877,1.1583458185195923,1.1512116193771362,1.1520737409591675,0,1.1560757219791413
2025-11-26,1.156483769416809,1.1602274179458618,1.154961109161377,1.156577467918396,0,1.1556105852127074
2025-11-27,1.1602139472961426,1.1615750789642334,1.1577155590057373,1.1603620052337646,0,1.1556045234203338
2025-11-28,1.1599851846694946,1.1606718301773071,1.1557353734970093,1.1600254774093628,0,1.1557414472103118
2025-12-01,1.1601465940475464,1.1651887893676758,1.159003734588623,1.1602139472961426,0,1.1561085641384126
2025-12-02,1.1607661247253418,1.1623852252960205,1.1592992544174194,1.1607661247253418,0,1.156551146507263
2025-12-03,1.1627906560897827,1.1675832271575928,1.1628177165985107,1.1628988981246948,0,1.1572629809379578
2025-12-04,1.1666841506958008,1.1682243347167969,1.1653653383255005,1.166670560836792,0,1.1581133663654328
2025-12-05,1.1642799377441406,1.167147159576416,1.162858247756958,1.1644561290740967,0,1.158581304550171
2025-12-08,1.164022445678711,1.1672561168670654,1.1616965532302856,1.1641172170639038,0,1.15906303524971
2025-12-09,1.1641442775726318,1.165677785873413,1.1616965532302856,1.1641442775726318,0,1.1594841480255127
2025-12-10,1.1628313064575195,1.165745735168457,1.1622366905212402,1.1628447771072388,0,1.1596882820129395
2025-12-11,1.1701242923736572,1.1759449243545532,1.1683062314987183,1.170192837715149,0,1.1602335631847382
2025-12-12,1.1739431619644165,1.1746740341186523,1.172016978263855,1.1741361618041992,0,1.1607708990573884
2025-12-15,1.1737639904022217,1.1769136190414429,1.1727042198181152,1.1737502813339233,0,1.16138237118721
2025-12-16,1.1754610538482666,1.18047034740448,1.1746050119400024,1.1755025386810303,0,1.1622025549411774
2025-12-17,1.1749500036239624,1.1757928133010864,1.1704530715942383,1.1749638319015503,0,1.1630441665649414
2025-12-18,1.1742326021194458,1.1758896112442017,1.17134428024292,1.1742188930511475,0,1.164052391052246
2025-12-19,1.1725666522979736,1.1737502813339233,1.1704120635986328,1.1725391149520874,0,1.1650079369544983
2025-12-22,1.1708093881607056,1.177024483680725,1.1710835695266724,1.1710835695266724,0,1.1660103440284728
2025-12-23,1.1765950918197632,1.18035888671875,1.176429033279419,1.1764428615570068,0,1.1672397315502168
2025-12-24,1.179551362991333,1.1809163093566895,1.1774264574050903,1.179565191268921,0,1.168393111228943
2025-12-26,1.1785364151000977,1.179940938949585,1.1763044595718384,1.178383708000183,0,1.1693092346191407
2025-12-29,1.1772738695144653,1.1788560152053833,1.1754058599472046,1.1774957180023193,0,1.170173668861389
2025-12-30,1.1772878170013428,1.1781338453292847,1.1746188402175903,1.1773016452789307,0,1.171030730009079
2025-12-31,1.1747292280197144,1.1758756637573242,1.1720856428146362,1.1746463775634766,0,1.1717288851737977
2026-01-02,1.175046682357788,1.176747441291809,1.17134428024292,1.1751158237457275,0,1.1723416864871978
2026-01-05,1.1704667806625366,1.1718658208847046,1.166003942489624,1.1706448793411255,0,1.1725308179855347
2026-01-06,1.1714951992034912,1.1745359897613525,1.1684154272079468,1.1716461181640625,0,1.172891581058502
2026-01-07,1.1688251495361328,1.170548915863037,1.1674468517303467,1.1687841415405273,0,1.1731317162513732
2026-01-08,1.1676785945892334,1.1684973239898682,1.1652837991714478,1.1677467823028564,0,1.1733084321022034
2026-01-09,1.1657865047454834,1.16604483127594,1.161926031112671,1.165813684463501,0,1.1734561920166016
2026-01-12,1.1623716354370117,1.169864296913147,1.162304162979126,1.162493348121643,0,1.1730685591697694
2026-01-13,1.1666978597640991,1.1675423383712769,1.1635212898254395,1.1667931079864502,0,1.1727062940597535
2026-01-14,1.164252758026123,1.1663167476654053,1.1637108325958252,1.1643340587615967,0,1.1722307324409484
2026-01-15,1.1646324396133423,1.164686679840088,1.1593934297561646,1.1645103693008423,0,1.1716893017292023
2026-01-16,1.1609008312225342,1.1626555919647217,1.1585471630096436,1.1609547138214111,0,1.1709868431091308
2026-01-19,1.162493348121643,1.164958119392395,1.1609547138214111,1.1623852252960205,0,1.1703998804092408
2026-01-20,1.1639139652252197,1.1747016906738281,1.1633453369140625,1.1639952659606934,0,1.169967246055603
2026-01-21,1.1727865934371948,1.1742602586746216,1.169700026512146,1.1726078987121582,0,1.1700661063194275
2026-01-22,1.1672970056533813,1.1750743389129639,1.167392373085022,1.167392373085022,0,1.1696012020111084
2026-01-23,1.1754610538482666,1.1775649785995483,1.1728966236114502,1.1753920316696167,0,1.1693966865539551
2026-01-26,1.1858457326889038,1.1904903650283813,1.183712124824524,1.1858175992965698,0,1.1697621524333954
2026-01-27,1.1876484155654907,1.1989833116531372,1.185185194015503,1.1874228715896606,0,1.1702808797359467
2026-01-28,1.2017642259597778,1.2023565769195557,1.1921935081481934,1.2022699117660522,0,1.1715047001838683
2026-01-29,1.1977769136428833,1.1994577646255493,1.1908447742462158,1.1976622343063354,0,1.1726570844650268
2026-01-30,1.19657301902771,1.1973466873168945,1.187394618988037,1.1967878341674805,0,1.173733401298523
2026-02-02,1.1849182844161987,1.1875073909759521,1.179078459739685,1.185044765472412,0,1.1744559764862061
2026-02-03,1.1798714399337769,1.1824523210525513,1.178078293800354,1.1799131631851196,0,1.1748747885227204
2026-02-04,1.1816140413284302,1.1838523149490356,1.1792314052581787,1.1816281080245972,0,1.1755142331123352
2026-02-05,1.180163860321045,1.1820470094680786,1.1780505180358887,1.1802334785461426,0,1.1761384963989259
2026-02-06,1.177786946296692,1.1826481819152832,1.176747441291809,1.1777453422546387,0,1.1767385184764863
2026-02-09,1.182578206062317,1.1925204992294312,1.1817816495895386,1.1826202869415283,0,1.1777488470077515
2026-02-10,1.1904053688049316,1.192847728729248,1.1890182495117188,1.1904761791229248,0,1.1789342224597932
2026-02-11,1.1889617443084717,1.192733883857727,1.1839083433151245,1.188792109489441,0,1.1801696717739105
2026-02-12,1.1876062154769897,1.1890605688095093,1.1853257417678833,1.1875356435775757,0,1.181318360567093
2026-02-13,1.1868449449539185,1.1879446506500244,1.1848762035369873,1.1869717836380005,0,1.1826155662536622
2026-02-16,1.1867464780807495,1.1870845556259155,1.1847639083862305,1.186704158782959,0,1.1838282227516175
2026-02-17,1.1849884986877441,1.1852554082870483,1.180553913116455,1.1850868463516235,0,1.1848819494247436
2026-02-18,1.185185194015503,1.1853959560394287,1.1810418367385864,1.185157060623169,0,1.1855018794536591
2026-02-19,1.1788839101791382,1.1807769536972046,1.1743016242980957,1.1791062355041504,0,1.1860812246799468
2026-02-20,1.1769136190414429,1.1806097030639648,1.1745498180389404,1.1769136190414429,0,1.1861538529396056
2026-02-23,1.1834739446640015,1.183445930480957,1.1775233745574951,1.1829839944839478,0,1.1860352635383606
2026-02-24,1.1793843507766724,1.1796625852584839,1.1767336130142212,1.1793148517608643,0,1.1856220602989196
2026-02-25,1.1775233745574951,1.180790901184082,1.1771352291107178,1.1775511503219604,0,1.1844100177288055
2026-02-26,1.181516408920288,1.1830118894577026,1.1782448291778564,1.181544303894043,0,1.1835969924926757
2026-02-27,1.1803030967712402,1.182396411895752,1.1790506839752197,1.1803449392318726,0,1.1827834963798523
2026-03-02,1.1759449243545532,1.1795791387557983,1.1672834157943726,1.1760140657424927,0,1.18233482837677
2026-03-03,1.1697274446487427,1.1707134246826172,1.153203010559082,1.1694538593292236,0,1.1818276286125182
2026-03-04,1.161224365234375,1.1654876470565796,1.1576753854751587,1.161089539527893,0,1.1808081448078156
2026-03-05,1.1635618209838867,1.164686679840088,1.1561896800994873,1.1635212898254395,0,1.1799780428409576
2026-03-06,1.1608065366744995,1.16225004196167,1.1547610759735107,1.1607122421264648,0,1.179129022359848
2026-03-09,1.152325987815857,1.159366488456726,1.150814175605774,1.1525650024414062,0,1.177616411447525
2026-03-10,1.1617234945297241,1.1663848161697388,1.1608469486236572,1.1616694927215576,0,1.1761823177337647
2026-03-11,1.1611299514770508,1.164401888847351,1.1566978693008423,1.1613187789916992,0,1.1747907280921936
2026-03-12,1.1543211936950684,1.156738042831421,1.151145339012146,1.1541746854782104,0,1.1731264770030976
2026-03-13,1.1521666049957275,1.152923822402954,1.1434844732284546,1.1522197723388672,0,1.171392560005188
2026-03-16,1.1435105800628662,1.1501259803771973,1.1415655612945557,1.1438244581222534,0,1.169230765104294
2026-03-17,1.1499539613723755,1.15421462059021,1.146696925163269,1.1497821807861328,0,1.1674790382385254
2026-03-18,1.153948187828064,1.1556684970855713,1.1492536067962646,1.1539082527160645,0,1.1659171879291534
2026-03-19,1.1464471817016602,1.1536552906036377,1.144505262374878,1.1462894678115845,0,1.1642953515052796
2026-03-20,1.157755732536316,1.1581177711486816,1.1526447534561157,1.1575682163238525,0,1.1633374571800232
2026-03-23,1.1560158729553223,1.1637920141220093,1.1485011577606201,1.156376838684082,0,1.1619645535945893
2026-03-24,1.1607122421264648,1.1616560220718384,1.1569254398345947,1.160779595375061,0,1.1610309481620789
2026-03-25,1.16146719455719,1.1631964445114136,1.1563634872436523,1.161386251449585,0,1.1602281391620637
2026-03-26,1.1561496257781982,1.1574074029922485,1.1523923873901367,1.1564704179763794,0,1.158959800004959
2026-03-27,1.1535090208053589,1.1547343730926514,1.1502978801727295,1.1535356044769287,0,1.157620096206665
2026-03-30,1.149200677871704,1.152339220046997,1.1443873643875122,1.1491875648498535,0,1.1562828838825225
2026-03-31,1.1460003852844238,1.1538816690444946,1.144924521446228,1.1457903385162354,0,1.1550965309143066
2026-04-01,1.1574207544326782,1.1626555919647217,1.1555883884429932,1.157112717628479,0,1.1549063503742218
2026-04-02,1.159057378768921,1.1598775386810303,1.1510393619537354,1.159151554107666,0,1.1546811282634735
2026-04-03,1.1541746854782104,1.1548677682876587,1.1520869731903076,1.1543878316879272,0,1.154349535703659
2026-04-06,1.150999665260315,1.1570056676864624,1.1506949663162231,1.151185154914856,0,1.1542832195758819
2026-04-07,1.1541212797164917,1.1583458185195923,1.1525251865386963,1.1540547609329224,0,1.1539031088352203
2026-04-08,1.1686612367630005,1.172333002090454,1.1666841506958008,1.1690436601638794,0,1.1542796730995177
2026-04-09,1.16593599319458,1.1706311702728271,1.1651073694229126,1.165813684463501,0,1.1548604130744935
2026-04-10,1.1691256761550903,1.1741223335266113,1.1678149700164795,1.1691941022872925,0,1.1557083666324615
2026-04-13,1.1675150394439697,1.1719481945037842,1.167147159576416,1.1672152280807495,0,1.1569085896015168
2026-04-14,1.176885962486267,1.1810559034347534,1.1756960153579712,1.176345944404602,0,1.1582551896572113
2026-04-15,1.179940938949585,1.1810559034347534,1.177398681640625,1.179815649986267,0,1.1595548272132874
2026-04-16,1.1809163093566895,1.182382583618164,1.176955223083496,1.1807769536972046,0,1.161278283596039
2026-04-17,1.176747441291809,1.1852554082870483,1.1766090393066406,1.1786893606185913,0,1.1622278690338135
